wavelength[Angstrom], flux[erg / (cm3 s)]
1.000000e+03, 9.485147e-19
1.020000e+03, 3.841091e-19
1.040400e+03, 2.071502e-17
1.061208e+03, 1.118105e-16
1.082432e+03, 8.519624e-15
1.104081e+03, 5.432848e-13
1.126162e+03, 1.711577e-11
1.148686e+03, 7.441446e-11
1.171659e+03, 1.291971e-10
1.195093e+03, 6.080441e-09
1.218994e+03, 7.478498e-09
1.243374e+03, 1.793943e-08
1.268242e+03, 6.349825e-09
1.293607e+03, 6.998707e-08
1.319479e+03, 4.119274e-08
1.345868e+03, 1.095820e-07
1.372786e+03, 1.594844e-07
1.400241e+03, 1.335523e-05
1.428246e+03, 9.968826e-05
1.456811e+03, 2.765090e-04
1.485947e+03, 6.666004e-04
1.515666e+03, 6.774226e-04
1.545980e+03, 1.408757e-04
1.576899e+03, 2.073206e-03
1.608437e+03, 1.993583e-03
1.640606e+03, 2.748223e-02
1.673418e+03, 6.119049e-02
1.706886e+03, 1.940940e-01
1.741024e+03, 3.443610e-01
1.775845e+03, 1.093874e+00
1.811362e+03, 2.269915e+00
1.847589e+03, 2.439405e+00
1.884541e+03, 6.361681e+00
1.922231e+03, 2.652501e+01
1.960676e+03, 5.263288e+01
1.999890e+03, 1.058872e+02
2.039887e+03, 1.902931e+02
2.080685e+03, 2.169634e+03
2.122299e+03, 6.528941e+03
2.164745e+03, 9.580603e+03
2.208040e+03, 2.497672e+04
2.252200e+03, 6.973141e+04
2.297244e+03, 1.308643e+05
2.343189e+03, 3.287466e+05
2.390053e+03, 1.199404e+06
2.437854e+03, 3.908497e+06
2.486611e+03, 2.095276e+06
2.536344e+03, 1.311551e+07
2.587070e+03, 2.797449e+07
2.638812e+03, 1.671862e+08
2.691588e+03, 1.823048e+08
2.745420e+03, 1.925665e+08
2.800328e+03, 3.931754e+08
2.856335e+03, 1.959180e+08
2.913461e+03, 1.813428e+09
2.971731e+03, 8.889164e+08
3.031165e+03, 1.155283e+09
3.091789e+03, 1.234479e+10
3.153624e+03, 5.755053e+10
3.216697e+03, 4.569519e+10
3.281031e+03, 1.286165e+11
3.346651e+03, 1.230998e+11
3.413584e+03, 6.067232e+10
3.481856e+03, 4.376833e+10
3.551493e+03, 1.182856e+11
3.622523e+03, 9.343346e+10
3.694974e+03, 1.517190e+11
3.768873e+03, 1.710993e+11
3.844251e+03, 1.266724e+11
3.921136e+03, 1.407278e+11
3.999558e+03, 5.660112e+11
4.079549e+03, 8.584654e+11
4.161140e+03, 6.113442e+11
4.244363e+03, 1.712652e+11
4.329250e+03, 7.140410e+11
4.415835e+03, 7.760905e+11
4.504152e+03, 8.638090e+11
4.594235e+03, 7.714757e+11
4.686120e+03, 7.342968e+11
4.779842e+03, 5.629304e+11
4.875439e+03, 9.685399e+11
4.972948e+03, 9.571378e+11
5.072407e+03, 1.013333e+12
5.173855e+03, 1.147389e+12
5.277332e+03, 1.817235e+12
5.382879e+03, 2.445678e+12
5.490536e+03, 1.510781e+12
5.600347e+03, 1.579135e+12
5.712354e+03, 1.926702e+12
5.826601e+03, 1.760287e+12
5.943133e+03, 8.846081e+11
6.061996e+03, 2.790347e+12
6.183236e+03, 1.818215e+12
6.306900e+03, 1.743115e+12
6.433038e+03, 2.829488e+12
6.561699e+03, 4.208229e+12
6.692933e+03, 2.025010e+12
6.826792e+03, 1.969483e+12
6.963328e+03, 5.085484e+12
7.102594e+03, 3.521145e+12
7.244646e+03, 4.936149e+12
7.389539e+03, 1.434848e+13
7.537330e+03, 1.691368e+13
7.688076e+03, 6.957292e+12
7.841838e+03, 1.012746e+13
7.998675e+03, 1.696326e+13
8.158648e+03, 2.181180e+13
8.321821e+03, 2.010870e+13
8.488258e+03, 1.304141e+13
8.658023e+03, 1.749224e+13
8.831183e+03, 2.067109e+13
9.007807e+03, 2.091996e+13
9.187963e+03, 2.604217e+13
9.371722e+03, 2.288022e+13
