"WAVELENGTH (MICRONS)" "FLUX (ERG/CM2/S/A)"
2.374947684e-01 4.3221542e+06
2.379697580e-01 1.2613570e+07
2.384456975e-01 1.5704705e+07
2.389225889e-01 7.1774065e+06
2.394004340e-01 8.0156809e+06
2.398792349e-01 1.6036486e+07
2.403589934e-01 3.7338206e+07
2.408397114e-01 4.0958227e+07
2.413213908e-01 1.1740706e+07
2.418040336e-01 6.3911475e+06
2.422876416e-01 9.2181845e+06
2.427722169e-01 4.0470381e+07
2.432577614e-01 4.3276847e+07
2.437442769e-01 2.9933826e+07
2.442317654e-01 4.9907215e+07
2.447202290e-01 7.0661380e+07
2.452096694e-01 8.9587248e+07
2.457000888e-01 8.9001403e+07
2.461914889e-01 1.1101707e+07
2.466838719e-01 4.9874045e+07
2.471772397e-01 3.7889621e+07
2.476715941e-01 6.7727115e+07
2.481669373e-01 1.8310679e+07
2.486632712e-01 6.3456720e+06
2.491605977e-01 8.0348373e+06
2.496589189e-01 3.1871001e+07
2.501582368e-01 4.2593494e+07
2.506585533e-01 6.0824782e+07
2.511598704e-01 2.0295752e+07
2.516621901e-01 4.1052868e+07
2.521655145e-01 3.3892619e+07
2.526698455e-01 3.8165034e+07
2.531751852e-01 9.1432911e+07
2.536815356e-01 1.9738365e+08
2.541888986e-01 1.7622248e+08
2.546972764e-01 1.7329484e+08
2.552066710e-01 3.2609958e+08
2.557170843e-01 2.5995574e+08
2.562285185e-01 2.0011540e+08
2.567409755e-01 8.7725250e+07
2.572544575e-01 2.2419903e+08
2.577689664e-01 2.0637801e+08
2.582845043e-01 1.7626107e+08
2.588010734e-01 1.2975159e+08
2.593186755e-01 1.5145260e+08
2.598373128e-01 4.1568119e+08
2.603569875e-01 5.4494018e+08
2.608777014e-01 3.4423313e+08
2.613994569e-01 3.4489978e+08
2.619222558e-01 5.5292813e+08
2.624461003e-01 7.8322551e+08
2.629709925e-01 1.1372091e+09
2.634969345e-01 1.2819462e+09
2.640239283e-01 2.1133427e+09
2.645519762e-01 7.0505699e+08
2.650810801e-01 8.4686641e+08
2.656112423e-01 1.6308629e+09
2.661424648e-01 1.1416045e+09
2.666747497e-01 9.2724699e+08
2.672080992e-01 7.8195209e+08
2.677425154e-01 1.2992775e+09
2.682780004e-01 1.5420352e+09
2.688145564e-01 1.4800698e+09
2.693521856e-01 7.5340239e+08
2.698908899e-01 1.0909369e+09
2.704306717e-01 2.0071524e+09
2.709715331e-01 2.0274687e+09
2.715134761e-01 1.1541637e+09
2.720565031e-01 2.0210106e+08
2.726006161e-01 8.5815290e+08
2.731458173e-01 1.2135313e+09
2.736921089e-01 6.8367888e+08
2.742394932e-01 9.1314365e+08
2.747879721e-01 1.5267936e+09
2.753375481e-01 1.4565250e+09
2.758882232e-01 1.6427293e+09
2.764399996e-01 3.3643933e+09
2.769928796e-01 3.3639767e+09
2.775468654e-01 3.8366813e+09
2.781019591e-01 2.0953413e+09
2.786581630e-01 3.0580627e+09
2.792154794e-01 4.0144533e+09
2.797739103e-01 1.6219823e+09
2.803334581e-01 2.7815737e+09
2.808941251e-01 3.4073214e+09
2.814559133e-01 4.3318792e+09
2.820188251e-01 3.6629450e+09
2.825828628e-01 2.9877864e+09
2.831480285e-01 2.6703179e+09
2.837143246e-01 1.7397686e+09
2.842817532e-01 1.1460062e+09
2.848503167e-01 4.1203784e+08
2.854200174e-01 1.3223581e+08
2.859908574e-01 8.7921734e+08
2.865628391e-01 1.8370013e+09
2.871359648e-01 2.8130245e+09
2.877102367e-01 3.6788285e+09
2.882856572e-01 6.4605769e+09
2.888622285e-01 9.8293912e+09
2.894399530e-01 1.0846993e+10
2.900188329e-01 1.0646168e+10
2.905988705e-01 1.4097529e+10
2.911800683e-01 1.1291636e+10
2.917624284e-01 1.8389608e+10
2.923459533e-01 1.9998089e+10
2.929306452e-01 1.0219865e+10
2.935165065e-01 1.0262988e+10
2.941035395e-01 8.1141584e+09
2.946917466e-01 6.4735894e+09
2.952811301e-01 9.5006345e+09
2.958716923e-01 9.9212390e+09
2.964634357e-01 9.1523628e+09
2.970563626e-01 2.8053671e+09
2.976504753e-01 8.6734078e+09
2.982457762e-01 6.5865653e+09
2.988422678e-01 1.1679990e+10
2.994399523e-01 6.8926742e+09
3.000388322e-01 4.8714582e+09
3.006389099e-01 5.4010316e+09
3.012401877e-01 1.1001175e+10
3.018426681e-01 4.6410802e+09
3.024463534e-01 2.5046077e+09
3.030512461e-01 1.7198884e+10
3.036573486e-01 1.4455410e+10
3.042646633e-01 1.6170904e+10
3.048731927e-01 7.8520192e+09
3.054829390e-01 1.6308845e+10
3.060939049e-01 1.2572820e+10
3.067060927e-01 3.9579949e+10
3.073195049e-01 5.8230624e+10
3.079341439e-01 3.1848332e+10
3.085500122e-01 2.3358633e+10
3.091671122e-01 1.7355837e+10
3.097854465e-01 2.7052064e+10
3.104050174e-01 3.8048543e+10
3.110258274e-01 1.1047281e+11
3.116478790e-01 1.0011786e+11
3.122711748e-01 1.4241613e+11
3.128957172e-01 1.3260208e+11
3.135215086e-01 7.8139153e+10
3.141485516e-01 1.5730844e+11
3.147768487e-01 1.7607310e+11
3.154064024e-01 1.8597364e+11
3.160372152e-01 1.4430341e+11
3.166692896e-01 2.1137563e+11
3.173026282e-01 2.4543386e+11
3.179372335e-01 2.1228035e+11
3.185731079e-01 8.8841919e+10
3.192102542e-01 9.3847634e+10
3.198486747e-01 1.0534147e+11
3.204883720e-01 2.1985132e+11
3.211293488e-01 2.0855911e+11
3.217716075e-01 1.6115087e+11
3.224151507e-01 1.5717439e+11
3.230599810e-01 1.5054062e+11
3.237061009e-01 1.4890093e+11
3.243535131e-01 1.9641776e+11
3.250022202e-01 1.6924034e+11
3.256522246e-01 3.6613503e+11
3.263035291e-01 3.8561343e+11
3.269561361e-01 3.3115600e+11
3.276100484e-01 3.2116025e+11
3.282652685e-01 4.0838779e+11
3.289217990e-01 4.1869686e+11
3.295796426e-01 4.8715478e+11
3.302388019e-01 1.8425026e+11
3.308992795e-01 3.2353980e+11
3.315610781e-01 3.3530015e+11
3.322242002e-01 3.6370918e+11
3.328886486e-01 5.7815941e+11
3.335544259e-01 3.9826911e+11
3.342215348e-01 3.7160028e+11
3.348899778e-01 3.8548984e+11
3.355597578e-01 3.1199052e+11
3.362308773e-01 2.3246716e+11
3.369033391e-01 1.8806490e+11
3.375771457e-01 2.2328283e+11
3.382523000e-01 2.6460478e+11
3.389288046e-01 2.6796157e+11
3.396066622e-01 2.7105814e+11
3.402858756e-01 3.9775558e+11
3.409664473e-01 2.8230047e+11
3.416483802e-01 1.0070855e+11
3.423316770e-01 3.1073631e+11
3.430163403e-01 2.8086037e+11
3.437023730e-01 9.2490624e+10
3.443897778e-01 2.7457434e+10
3.450785573e-01 1.5276477e+11
3.457687144e-01 1.7838931e+11
3.464602519e-01 1.1253216e+11
3.471531724e-01 2.1289857e+11
3.478474787e-01 1.4901852e+11
3.485431737e-01 3.1749341e+11
3.492402600e-01 9.3269970e+10
3.499387405e-01 1.8533808e+11
3.506386180e-01 4.8318933e+11
3.513398952e-01 1.6866688e+11
3.520425750e-01 2.5653601e+11
3.527466602e-01 1.1889475e+11
3.534521535e-01 6.1791512e+11
3.541590578e-01 8.3889814e+11
3.548673759e-01 7.3219016e+11
3.555771107e-01 5.2157485e+11
3.562882649e-01 3.4073758e+11
3.570008414e-01 1.2680986e+11
3.577148431e-01 1.4378851e+11
3.584302728e-01 1.0469853e+11
3.591471333e-01 1.5859585e+11
3.598654276e-01 2.7063017e+11
3.605851585e-01 1.4686741e+11
3.613063288e-01 3.2468538e+11
3.620289414e-01 2.9503282e+11
3.627529993e-01 5.2821356e+11
3.634785053e-01 3.1300819e+11
3.642054623e-01 5.3742945e+11
3.649338733e-01 2.4806342e+11
3.656637410e-01 6.6629552e+11
3.663950685e-01 1.0468665e+12
3.671278586e-01 8.7637711e+11
3.678621143e-01 4.1597105e+11
3.685978386e-01 3.9667623e+11
3.693350342e-01 7.8467699e+11
3.700737043e-01 7.8850842e+11
3.708138517e-01 1.5919987e+11
3.715554794e-01 3.0194825e+11
3.722985904e-01 8.3360548e+10
3.730431876e-01 2.0069650e+11
3.737892739e-01 7.0270013e+10
3.745368525e-01 1.0261962e+11
3.752859262e-01 2.3971403e+11
3.760364980e-01 3.8617426e+11
3.767885710e-01 4.5988475e+11
3.775421482e-01 1.0253791e+12
3.782972325e-01 1.1472271e+12
3.790538269e-01 7.1439524e+11
3.798119346e-01 5.0784370e+11
3.805715585e-01 1.1244843e+12
3.813327016e-01 7.1660305e+11
3.820953670e-01 2.7097904e+11
3.828595577e-01 2.8891018e+11
3.836252768e-01 4.3603866e+11
3.843925274e-01 6.5298021e+11
3.851613124e-01 5.7329044e+11
3.859316351e-01 1.0750849e+11
3.867034983e-01 5.3278557e+11
3.874769053e-01 5.3992681e+11
3.882518591e-01 3.5919387e+11
3.890283629e-01 4.5184532e+11
3.898064196e-01 3.2683821e+11
3.905860324e-01 6.1170785e+11
3.913672045e-01 1.1800916e+12
3.921499389e-01 4.0931546e+11
3.929342388e-01 3.0767961e+11
3.937201073e-01 6.6839782e+11
3.945075475e-01 2.9478935e+11
3.952965626e-01 8.0251599e+11
3.960871557e-01 2.1781742e+11
3.968793300e-01 5.5462090e+11
3.976730887e-01 1.3507617e+12
3.984684348e-01 1.6894224e+12
3.992653717e-01 1.8104806e+12
4.000639025e-01 1.8822616e+12
4.008640303e-01 1.7296926e+12
4.016657583e-01 2.7484714e+12
4.024690898e-01 1.8111554e+12
4.032740280e-01 6.1211581e+11
4.040805761e-01 1.9974858e+12
4.048887372e-01 1.4542287e+12
4.056985147e-01 2.5331734e+12
4.065099117e-01 1.7539212e+12
4.073229316e-01 2.1747654e+12
4.081375774e-01 2.4206331e+12
4.089538526e-01 3.1821101e+12
4.097717603e-01 1.9254438e+12
4.105913038e-01 2.0297795e+12
4.114124864e-01 1.8345099e+12
4.122353114e-01 2.3506485e+12
4.130597820e-01 1.9198210e+12
4.138859016e-01 2.1564387e+12
4.147136734e-01 1.6673852e+12
4.155431007e-01 2.2641924e+12
4.163741869e-01 2.2655054e+12
4.172069353e-01 1.6200056e+12
4.180413492e-01 1.6547100e+12
4.188774319e-01 1.4193235e+12
4.197151867e-01 1.2702532e+12
4.205546171e-01 8.9101261e+11
4.213957263e-01 5.6385064e+11
4.222385178e-01 2.2118257e+11
4.230829948e-01 1.2783978e+11
4.239291608e-01 4.9218308e+11
4.247770191e-01 8.6317873e+11
4.256265732e-01 6.5487535e+11
4.264778263e-01 1.4385636e+12
4.273307820e-01 8.5324044e+11
4.281854435e-01 1.3492296e+12
4.290418144e-01 9.8323877e+11
4.298998980e-01 1.4266211e+12
4.307596978e-01 1.3235249e+12
4.316212172e-01 2.0023013e+12
4.324844597e-01 1.9719302e+12
4.333494286e-01 3.0292425e+12
4.342161275e-01 2.1895725e+12
4.350845597e-01 2.6033071e+12
4.359547288e-01 2.5973957e+12
4.368266383e-01 3.0017014e+12
4.377002916e-01 2.3124247e+12
4.385756921e-01 2.0147966e+12
4.394528435e-01 2.5996952e+12
4.403317492e-01 2.2717518e+12
4.412124127e-01 2.4928306e+12
4.420948375e-01 2.8401721e+12
4.429790272e-01 1.8437069e+12
4.438649853e-01 1.8487842e+12
4.447527152e-01 2.7162026e+12
4.456422207e-01 1.7595373e+12
4.465335051e-01 1.9217690e+12
4.474265721e-01 2.5953453e+12
4.483214253e-01 2.6415261e+12
4.492180681e-01 2.8436715e+12
4.501165043e-01 3.1689795e+12
4.510167373e-01 2.3020765e+12
4.519187707e-01 2.7971209e+12
4.528226083e-01 2.5145604e+12
4.537282535e-01 2.5262334e+12
4.546357100e-01 2.8570363e+12
4.555449814e-01 2.6387527e+12
4.564560714e-01 3.3961053e+12
4.573689835e-01 3.6620121e+12
4.582837215e-01 2.4570604e+12
4.592002889e-01 1.6072725e+12
4.601186895e-01 1.9820398e+12
4.610389269e-01 2.1683240e+12
4.619610047e-01 3.0559759e+12
4.628849268e-01 1.9243296e+12
4.638106966e-01 1.6977356e+12
4.647383180e-01 2.0860275e+12
4.656677946e-01 2.4022526e+12
4.665991302e-01 2.6016355e+12
4.675323285e-01 1.7694110e+12
4.684673931e-01 1.9570491e+12
4.694043279e-01 2.6414111e+12
4.703431366e-01 3.0333529e+12
4.712838229e-01 2.5782283e+12
4.722263905e-01 2.2974490e+12
4.731708433e-01 2.6872379e+12
4.741171850e-01 2.7797131e+12
4.750654193e-01 3.0545849e+12
4.760155502e-01 2.1368321e+12
4.769675813e-01 9.9618028e+11
4.779215164e-01 1.4238421e+12
4.788773595e-01 1.5879525e+12
4.798351142e-01 2.1853930e+12
4.807947844e-01 1.3171766e+12
4.817563740e-01 1.3831543e+12
4.827198867e-01 1.7168156e+12
4.836853265e-01 2.1996444e+12
4.846526972e-01 2.4834550e+12
4.856220026e-01 1.8101763e+12
4.865932466e-01 2.5600345e+12
4.875664331e-01 2.6947821e+12
4.885415659e-01 3.5374248e+12
4.895186491e-01 3.4190998e+12
4.904976864e-01 3.5033190e+12
4.914786817e-01 4.1375020e+12
4.924616391e-01 4.4430848e+12
4.934465624e-01 5.4445195e+12
4.944334555e-01 4.9782775e+12
4.954223224e-01 3.5049391e+12
4.964131671e-01 1.1356040e+12
4.974059934e-01 1.6570437e+12
4.984008054e-01 1.9579746e+12
4.993976070e-01 2.2059461e+12
5.003964022e-01 1.4125499e+12
5.013971950e-01 1.3389791e+12
5.023999894e-01 1.7273341e+12
5.034047894e-01 2.3840977e+12
5.044115990e-01 2.3738472e+12
5.054204221e-01 2.2643912e+12
5.064312630e-01 2.4098049e+12
5.074441255e-01 2.9898478e+12
5.084590138e-01 3.3102754e+12
5.094759318e-01 2.9635218e+12
5.104948837e-01 3.3978759e+12
5.115158734e-01 3.8817765e+12
5.125389052e-01 3.4466550e+12
5.135639830e-01 4.5213100e+12
5.145911110e-01 3.5870848e+12
5.156202932e-01 3.9071320e+12
5.166515338e-01 3.9620718e+12
5.176848368e-01 9.7750593e+11
5.187202065e-01 1.5322010e+12
5.197576469e-01 2.1968377e+12
5.207971622e-01 1.7140539e+12
5.218387565e-01 4.2510302e+12
5.228824340e-01 4.5102925e+12
5.239281989e-01 4.5969647e+12
5.249760553e-01 4.0584613e+12
5.260260074e-01 4.7864378e+12
5.270780594e-01 3.3950852e+12
5.281322156e-01 5.2927319e+12
5.291884800e-01 6.2608367e+12
5.302468569e-01 6.2442405e+12
5.313073507e-01 5.6758546e+12
5.323699654e-01 5.4822458e+12
5.334347053e-01 5.3337351e+12
5.345015747e-01 5.9391715e+12
5.355705779e-01 6.6966341e+12
5.366417190e-01 5.5923631e+12
5.377150024e-01 5.9685658e+12
5.387904325e-01 7.2297817e+12
5.398680133e-01 6.2077754e+12
5.409477493e-01 5.7861880e+12
5.420296448e-01 7.5181938e+12
5.431137041e-01 6.1684021e+12
5.441999315e-01 7.9661625e+12
5.452883314e-01 2.6365195e+12
5.463789081e-01 3.2181698e+12
5.474716659e-01 3.8630384e+12
5.485666092e-01 4.6759579e+12
5.496637424e-01 4.3568460e+12
5.507630699e-01 3.5395149e+12
5.518645961e-01 4.3360216e+12
5.529683252e-01 5.0691087e+12
5.540742619e-01 5.5464105e+12
5.551824104e-01 5.6300144e+12
5.562927752e-01 6.0691982e+12
5.574053608e-01 5.8194285e+12
5.585201715e-01 5.6603179e+12
5.596372119e-01 4.5301259e+12
5.607564863e-01 3.9415888e+12
5.618779993e-01 3.6885250e+12
5.630017553e-01 3.9972243e+12
5.641277588e-01 3.8345087e+12
5.652560143e-01 4.9218954e+12
5.663865263e-01 4.3216734e+12
5.675192994e-01 4.5700510e+12
5.686543380e-01 4.9425165e+12
5.697916466e-01 5.7061630e+12
5.709312299e-01 5.5262232e+12
5.720730924e-01 6.2771006e+12
5.732172386e-01 6.5602566e+12
5.743636731e-01 7.4545924e+12
5.755124004e-01 7.1973913e+12
5.766634252e-01 5.2118061e+12
5.778167520e-01 6.2121406e+12
5.789723856e-01 6.7876018e+12
5.801303303e-01 7.3000840e+12
5.812905910e-01 6.1021809e+12
5.824531722e-01 6.1145761e+12
5.836180785e-01 6.2261314e+12
5.847853147e-01 5.1609935e+12
5.859548853e-01 3.9716989e+12
5.871267951e-01 3.2471708e+12
5.883010487e-01 2.1207215e+12
5.894776508e-01 9.5050218e+11
5.906566061e-01 2.1036817e+12
5.918379193e-01 2.6878804e+12
5.930215951e-01 3.0549345e+12
5.942076383e-01 3.6453295e+12
5.953960536e-01 3.4323459e+12
5.965868457e-01 3.7647642e+12
5.977800194e-01 4.1455960e+12
5.989755794e-01 4.8892463e+12
6.001735306e-01 4.8479360e+12
6.013738776e-01 5.4279213e+12
6.025766254e-01 6.1840033e+12
6.037817786e-01 6.8060875e+12
6.049893422e-01 7.1287686e+12
6.061993209e-01 7.7530156e+12
6.074117195e-01 8.8183293e+12
6.086265430e-01 9.4186953e+12
6.098437960e-01 8.8681467e+12
6.110634836e-01 8.8119944e+12
6.122856106e-01 8.6780783e+12
6.135101818e-01 1.0345180e+13
6.147372022e-01 1.0342419e+13
6.159666766e-01 5.6831156e+12
6.171986099e-01 4.0310116e+12
6.184330072e-01 4.2433140e+12
6.196698732e-01 3.3313190e+12
6.209092129e-01 4.0842271e+12
6.221510314e-01 2.8686593e+12
6.233953334e-01 2.8692022e+12
6.246421241e-01 3.3016821e+12
6.258914083e-01 3.9468779e+12
6.271431911e-01 4.5305190e+12
6.283974775e-01 4.5308259e+12
6.296542725e-01 4.9515906e+12
6.309135810e-01 5.7028053e+12
6.321754082e-01 6.0420786e+12
6.334397590e-01 6.2788255e+12
6.347066385e-01 7.5167234e+12
6.359760518e-01 5.7829243e+12
6.372480039e-01 6.0114595e+12
6.385224999e-01 5.5468862e+12
6.397995449e-01 5.9744180e+12
6.410791440e-01 7.7749292e+12
6.423613023e-01 6.9995938e+12
6.436460249e-01 7.1650850e+12
6.449333169e-01 8.3288991e+12
6.462231836e-01 8.2736253e+12
6.475156299e-01 1.0170989e+13
6.488106612e-01 8.3353608e+12
6.501082825e-01 8.9148004e+12
6.514084991e-01 1.0543744e+13
6.527113161e-01 1.1226296e+13
6.540167387e-01 1.2313197e+13
6.553247722e-01 1.0138183e+13
6.566354217e-01 1.0629405e+13
6.579486926e-01 9.7320345e+12
6.592645900e-01 1.0796108e+13
6.605831192e-01 1.0357739e+13
6.619042854e-01 9.6994365e+12
6.632280940e-01 9.2898156e+12
6.645545502e-01 9.1732223e+12
6.658836593e-01 6.1303969e+12
6.672154266e-01 7.5704290e+12
6.685498574e-01 5.3102373e+12
6.698869571e-01 5.9033019e+12
6.712267311e-01 5.3256191e+12
6.725691845e-01 4.0371147e+12
6.739143229e-01 4.9345156e+12
6.752621515e-01 4.5717270e+12
6.766126758e-01 5.3499013e+12
6.779659012e-01 5.6126220e+12
6.793218330e-01 4.6444607e+12
6.806804767e-01 5.3960925e+12
6.820418376e-01 5.4029787e+12
6.834059213e-01 5.9914510e+12
6.847727331e-01 6.0284579e+12
6.861422786e-01 5.2971530e+12
6.875145631e-01 6.0708773e+12
6.888895923e-01 6.1433887e+12
6.902673715e-01 6.7266297e+12
6.916479062e-01 7.6391725e+12
6.930312020e-01 8.5233155e+12
6.944172644e-01 9.8611707e+12
6.958060989e-01 1.0810341e+13
6.971977111e-01 1.1717103e+13
6.985921066e-01 1.2511189e+13
6.999892908e-01 1.2563898e+13
7.013892694e-01 1.3987725e+13
7.027920479e-01 1.6095693e+13
7.041976320e-01 1.8608398e+13
7.056060273e-01 1.3592702e+13
7.070172393e-01 8.7259608e+12
7.084312738e-01 9.6887002e+12
7.098481363e-01 5.4017116e+12
7.112678326e-01 7.6253188e+12
7.126903683e-01 6.3220722e+12
7.141157490e-01 4.4178171e+12
7.155439805e-01 5.5879935e+12
7.169750685e-01 6.0719198e+12
7.184090186e-01 7.8862513e+12
7.198458367e-01 7.5975829e+12
7.212855283e-01 7.2751533e+12
7.227280994e-01 9.0892367e+12
7.241735556e-01 1.0506643e+13
7.256219027e-01 1.3118238e+13
7.270731465e-01 1.3676965e+13
7.285272928e-01 1.4751991e+13
7.299843474e-01 1.7029678e+13
7.314443161e-01 1.8950895e+13
7.329072047e-01 1.9899122e+13
7.343730191e-01 2.1611275e+13
7.358417651e-01 2.2844408e+13
7.373134487e-01 2.4948377e+13
7.387880756e-01 2.5566490e+13
7.402656517e-01 2.6363576e+13
7.417461830e-01 2.6525664e+13
7.432296754e-01 2.7537616e+13
7.447161347e-01 2.7137145e+13
7.462055670e-01 2.7358900e+13
7.476979782e-01 2.8521650e+13
7.491933741e-01 2.7703149e+13
7.506917609e-01 2.8655785e+13
7.521931444e-01 2.8900688e+13
7.536975307e-01 2.9155978e+13
7.552049257e-01 3.0486202e+13
7.567153356e-01 3.0170084e+13
7.582287663e-01 3.0248759e+13
7.597452238e-01 2.1983912e+13
7.612647142e-01 2.3403183e+13
7.627872437e-01 2.1921068e+13
7.643128181e-01 1.8893320e+13
7.658414438e-01 1.6342016e+13
7.673731267e-01 1.0613614e+13
7.689078729e-01 1.4181461e+13
7.704456887e-01 1.1219553e+13
7.719865800e-01 1.5651364e+13
7.735305532e-01 1.8872889e+13
7.750776143e-01 1.6147706e+13
7.766277695e-01 1.5955402e+13
7.781810251e-01 1.6868935e+13
7.797373871e-01 1.7403875e+13
7.812968619e-01 2.0277281e+13
7.828594556e-01 1.8312906e+13
7.844251745e-01 1.8639392e+13
7.859940249e-01 2.0443912e+13
7.875660129e-01 2.1351131e+13
7.891411450e-01 2.3553449e+13
7.907194273e-01 2.2910487e+13
7.923008661e-01 2.2892758e+13
7.938854678e-01 2.4563043e+13
7.954732388e-01 2.5383240e+13
7.970641853e-01 2.7533606e+13
7.986583136e-01 2.7179577e+13
8.002556303e-01 2.7860704e+13
8.018561415e-01 2.9351039e+13
8.034598538e-01 3.0064317e+13
8.050667735e-01 3.0656263e+13
8.066769071e-01 3.1280129e+13
8.082902609e-01 3.2282352e+13
8.099068414e-01 3.3381919e+13
8.115266551e-01 3.3084955e+13
8.131497084e-01 3.4521368e+13
8.147760078e-01 3.5689459e+13
8.164055598e-01 3.5229079e+13
8.180383709e-01 2.9414805e+13
8.196744477e-01 2.5262916e+13
8.213137966e-01 3.0373711e+13
8.229564242e-01 3.2738167e+13
8.246023370e-01 3.3693653e+13
8.262515417e-01 3.3386560e+13
8.279040448e-01 3.1015881e+13
8.295598529e-01 3.0979071e+13
8.312189726e-01 3.0650457e+13
8.328814105e-01 3.1072113e+13
8.345471733e-01 3.0800435e+13
8.362162677e-01 3.0473991e+13
8.378887002e-01 2.9888615e+13
8.395644776e-01 2.9509435e+13
8.412436066e-01 3.1120550e+13
8.429260938e-01 2.7986085e+13
8.446119460e-01 2.3236187e+13
8.463011699e-01 1.9601211e+13
8.479937722e-01 2.1162303e+13
8.496897597e-01 2.2630085e+13
8.513891393e-01 2.1810796e+13
8.530919175e-01 2.2846674e+13
8.547981014e-01 2.4221078e+13
8.565076976e-01 2.6010321e+13
8.582207130e-01 2.6618828e+13
8.599371544e-01 2.7363711e+13
8.616570287e-01 2.8635686e+13
8.633803428e-01 2.9945440e+13
8.651071035e-01 3.0418953e+13
8.668373177e-01 3.0012058e+13
8.685709923e-01 2.9915212e+13
8.703081343e-01 2.8374589e+13
8.720487505e-01 2.8268121e+13
8.737928480e-01 3.0604173e+13
8.755404337e-01 3.2058458e+13
8.772915146e-01 3.3032229e+13
8.790460976e-01 3.4588363e+13
8.808041898e-01 3.2766042e+13
8.825657982e-01 3.4342714e+13
8.843309298e-01 3.5619254e+13
8.860995917e-01 3.0562076e+13
8.878717909e-01 2.5319422e+13
8.896475344e-01 2.7266302e+13
8.914268295e-01 2.9739922e+13
8.932096832e-01 2.9868292e+13
8.949961025e-01 2.8498287e+13
8.967860947e-01 2.9546470e+13
8.985796669e-01 3.1324712e+13
9.003768263e-01 3.1821087e+13
9.021775799e-01 3.1078044e+13
9.039819351e-01 3.2714968e+13
9.057898989e-01 3.2742476e+13
9.076014787e-01 3.3951222e+13
9.094166817e-01 3.4041412e+13
9.112355151e-01 3.5798171e+13
9.130579861e-01 3.6377009e+13
9.148841021e-01 3.6223069e+13
9.167138703e-01 3.7680236e+13
9.185472980e-01 3.7924000e+13
9.203843926e-01 3.6788350e+13
9.222251614e-01 3.5291696e+13
9.240696117e-01 3.3771345e+13
9.259177509e-01 3.4007569e+13
9.277695864e-01 3.4321291e+13
9.296251256e-01 3.2408057e+13
9.314843759e-01 3.2514914e+13
9.333473446e-01 3.3143075e+13
9.352140393e-01 3.3463708e+13
