"WAVELENGTH (MICRONS)" "FLUX (ERG/CM2/S/A)"
3.992653717e-01 2.0765366e+11
4.000639025e-01 2.3215372e+11
4.008640303e-01 2.2458811e+11
4.016657583e-01 3.9094043e+11
4.024690898e-01 1.7524555e+11
4.032740280e-01 1.8718303e+10
4.040805761e-01 1.4450237e+11
4.048887372e-01 1.3125219e+11
4.056985147e-01 3.4539155e+11
4.065099117e-01 2.2323833e+11
4.073229316e-01 2.9487216e+11
4.081375774e-01 3.4271661e+11
4.089538526e-01 4.2655902e+11
4.097717603e-01 2.4679519e+11
4.105913038e-01 2.4097848e+11
4.114124864e-01 1.8600127e+11
4.122353114e-01 2.5149502e+11
4.130597820e-01 1.9346429e+11
4.138859016e-01 2.0477364e+11
4.147136734e-01 1.5157518e+11
4.155431007e-01 1.9541745e+11
4.163741869e-01 1.7547527e+11
4.172069353e-01 1.0588266e+11
4.180413492e-01 8.8907597e+10
4.188774319e-01 6.4799938e+10
4.197151867e-01 4.5524079e+10
4.205546171e-01 2.3851036e+10
4.213957263e-01 1.1198974e+10
4.222385178e-01 3.2837340e+09
4.230829948e-01 1.7551239e+09
4.239291608e-01 9.1995658e+09
4.247770191e-01 2.0651823e+10
4.256265732e-01 1.4715590e+10
4.264778263e-01 5.4682387e+10
4.273307820e-01 2.9073795e+10
4.281854435e-01 5.7326623e+10
4.290418144e-01 3.5043335e+10
4.298998980e-01 9.4172935e+10
4.307596978e-01 1.0559864e+11
4.316212172e-01 1.4876878e+11
4.324844597e-01 1.6181980e+11
4.333494286e-01 2.7377123e+11
4.342161275e-01 1.8977734e+11
4.350845597e-01 2.4301501e+11
4.359547288e-01 2.2107718e+11
4.368266383e-01 2.8634484e+11
4.377002916e-01 1.7765829e+11
4.385756921e-01 1.9728324e+11
4.394528435e-01 2.5109557e+11
4.403317492e-01 2.0433639e+11
4.412124127e-01 2.5441825e+11
4.420948375e-01 2.9157015e+11
4.429790272e-01 1.2619430e+11
4.438649853e-01 1.4642744e+11
4.447527152e-01 2.5626174e+11
4.456422207e-01 1.7790044e+11
4.465335051e-01 1.0734676e+11
4.474265721e-01 1.9348262e+11
4.483214253e-01 2.0238837e+11
4.492180681e-01 2.5881263e+11
4.501165043e-01 3.2431210e+11
4.510167373e-01 1.4400269e+11
4.519187707e-01 2.3130565e+11
4.528226083e-01 2.4633718e+11
4.537282535e-01 2.7197228e+11
4.546357100e-01 2.9135452e+11
4.555449814e-01 2.1522908e+11
4.564560714e-01 3.2530236e+11
4.573689835e-01 3.9677041e+11
4.582837215e-01 2.3499539e+11
4.592002889e-01 6.7773979e+10
4.601186895e-01 1.0787605e+11
4.610389269e-01 1.3587011e+11
4.619610047e-01 2.7220347e+11
4.628849268e-01 1.1312784e+11
4.638106966e-01 8.0950252e+10
4.647383180e-01 1.3036823e+11
4.656677946e-01 1.9891974e+11
4.665991302e-01 2.1003743e+11
4.675323285e-01 9.3759672e+10
4.684673931e-01 1.2663386e+11
4.694043279e-01 2.2262704e+11
4.703431366e-01 2.8769198e+11
4.712838229e-01 2.3128277e+11
4.722263905e-01 1.7827765e+11
4.731708433e-01 2.5327227e+11
4.741171850e-01 2.6838914e+11
4.750654193e-01 3.4370254e+11
4.760155502e-01 2.0917926e+11
4.769675813e-01 4.0070400e+10
4.779215164e-01 8.0086450e+10
4.788773595e-01 8.9589884e+10
4.798351142e-01 1.5479615e+11
4.807947844e-01 7.3880594e+10
4.817563740e-01 6.4047984e+10
4.827198867e-01 9.0924628e+10
4.836853265e-01 1.5901252e+11
4.846526972e-01 1.8210618e+11
4.856220026e-01 9.7209259e+10
4.865932466e-01 1.6968568e+11
4.875664331e-01 2.2773635e+11
4.885415659e-01 3.5672085e+11
4.895186491e-01 3.2675219e+11
4.904976864e-01 3.3503698e+11
4.914786817e-01 4.8892230e+11
4.924616391e-01 6.2668395e+11
4.934465624e-01 8.8266422e+11
4.944334555e-01 7.7532261e+11
4.954223224e-01 5.0664285e+11
4.964131671e-01 4.7998377e+10
4.974059934e-01 8.0304493e+10
4.984008054e-01 1.1724266e+11
4.993976070e-01 1.4658833e+11
5.003964022e-01 7.4967161e+10
5.013971950e-01 7.3501393e+10
5.023999894e-01 1.0332754e+11
5.034047894e-01 1.8002210e+11
5.044115990e-01 2.0556481e+11
5.054204221e-01 1.8505485e+11
5.064312630e-01 2.2975003e+11
5.074441255e-01 3.3559831e+11
5.084590138e-01 4.0430995e+11
5.094759318e-01 3.5831727e+11
5.104948837e-01 4.5566378e+11
5.115158734e-01 5.4356895e+11
5.125389052e-01 5.1743155e+11
5.135639830e-01 7.9795287e+11
5.145911110e-01 5.3427876e+11
5.156202932e-01 6.5743867e+11
5.166515338e-01 7.3207113e+11
5.176848368e-01 4.8579758e+10
5.187202065e-01 7.9679902e+10
5.197576469e-01 1.4574525e+11
5.207971622e-01 1.2013447e+11
5.218387565e-01 3.7159082e+11
5.228824340e-01 4.3661359e+11
5.239281989e-01 4.3637264e+11
5.249760553e-01 3.6041503e+11
5.260260074e-01 5.2033815e+11
5.270780594e-01 3.1432713e+11
5.281322156e-01 5.7330351e+11
5.291884800e-01 7.4905262e+11
5.302468569e-01 8.8549822e+11
5.313073507e-01 6.2370704e+11
5.323699654e-01 5.9966577e+11
5.334347053e-01 6.2818005e+11
5.345015747e-01 7.6828381e+11
5.355705779e-01 9.0240487e+11
5.366417190e-01 6.0547444e+11
5.377150024e-01 7.1838226e+11
5.387904325e-01 1.0087089e+12
5.398680133e-01 7.8510365e+11
5.409477493e-01 7.1415149e+11
5.420296448e-01 1.0558838e+12
5.431137041e-01 8.1572777e+11
5.441999315e-01 1.2005680e+12
5.452883314e-01 1.8448397e+11
5.463789081e-01 2.3312080e+11
5.474716659e-01 3.0282777e+11
5.485666092e-01 4.0367299e+11
5.496637424e-01 3.9037280e+11
5.507630699e-01 2.6334941e+11
5.518645961e-01 4.0034388e+11
5.529683252e-01 4.8746969e+11
5.540742619e-01 5.9226178e+11
5.551824104e-01 5.9500413e+11
5.562927752e-01 6.7903063e+11
5.574053608e-01 5.6736437e+11
5.585201715e-01 6.0648952e+11
5.596372119e-01 4.3713773e+11
5.607564863e-01 3.3537173e+11
5.618779993e-01 2.7714851e+11
5.630017553e-01 3.1312366e+11
5.641277588e-01 2.9223090e+11
5.652560143e-01 4.2268385e+11
5.663865263e-01 3.5157495e+11
5.675192994e-01 3.8608398e+11
5.686543380e-01 4.5180466e+11
5.697916466e-01 5.6553185e+11
5.709312299e-01 5.3184432e+11
5.720730924e-01 6.2390454e+11
5.732172386e-01 7.0130377e+11
5.743636731e-01 8.2225001e+11
5.755124004e-01 7.6161776e+11
5.766634252e-01 4.5024361e+11
5.778167520e-01 6.0605268e+11
5.789723856e-01 7.0464713e+11
5.801303303e-01 7.7669689e+11
5.812905910e-01 5.8948941e+11
5.824531722e-01 5.6773594e+11
5.836180785e-01 5.6306976e+11
5.847853147e-01 3.9082159e+11
5.859548853e-01 2.6975508e+11
5.871267951e-01 2.0348512e+11
5.883010487e-01 9.8966531e+10
5.894776508e-01 1.1826657e+10
5.906566061e-01 1.1516370e+11
5.918379193e-01 1.8362518e+11
5.930215951e-01 2.2168930e+11
5.942076383e-01 2.7719236e+11
5.953960536e-01 2.6618424e+11
5.965868457e-01 3.0153584e+11
5.977800194e-01 3.4552750e+11
5.989755794e-01 4.3401261e+11
6.001735306e-01 4.3137945e+11
6.013738776e-01 5.0749709e+11
6.025766254e-01 6.1613479e+11
6.037817786e-01 7.0980369e+11
6.049893422e-01 7.7277716e+11
6.061993209e-01 8.8938418e+11
6.074117195e-01 1.0950933e+12
6.086265430e-01 1.2613718e+12
6.098437960e-01 1.1233821e+12
6.110634836e-01 1.1447256e+12
6.122856106e-01 1.2274661e+12
6.135101818e-01 1.5381880e+12
6.147372022e-01 1.5131391e+12
6.159666766e-01 5.7502127e+11
6.171986099e-01 3.2747923e+11
6.184330072e-01 3.4115828e+11
6.196698732e-01 2.6144658e+11
6.209092129e-01 3.3175816e+11
6.221510314e-01 2.4693770e+11
6.233953334e-01 2.4668046e+11
6.246421241e-01 2.8748613e+11
6.258914083e-01 3.6097208e+11
6.271431911e-01 4.2367191e+11
6.283974775e-01 4.3012957e+11
6.296542725e-01 4.8291096e+11
6.309135810e-01 5.9714890e+11
6.321754082e-01 6.4183132e+11
6.334397590e-01 6.7705135e+11
6.347066385e-01 8.9260753e+11
6.359760518e-01 6.0089212e+11
6.372480039e-01 6.6973570e+11
6.385224999e-01 6.2995041e+11
6.397995449e-01 7.2664104e+11
6.410791440e-01 1.0154266e+12
6.423613023e-01 7.9560070e+11
6.436460249e-01 8.9363567e+11
6.449333169e-01 1.0981068e+12
6.462231836e-01 1.1152760e+12
6.475156299e-01 1.5319117e+12
6.488106612e-01 1.0013484e+12
6.501082825e-01 1.3000076e+12
6.514084991e-01 1.5623501e+12
6.527113161e-01 1.7172418e+12
6.540167387e-01 2.0792975e+12
6.553247722e-01 1.4585295e+12
6.566354217e-01 1.4665429e+12
6.579486926e-01 1.2664358e+12
6.592645900e-01 1.4975130e+12
6.605831192e-01 1.3470609e+12
6.619042854e-01 1.2506473e+12
6.632280940e-01 1.1424051e+12
6.645545502e-01 1.1086902e+12
6.658836593e-01 6.0870023e+11
6.672154266e-01 8.2961094e+11
6.685498574e-01 5.4138249e+11
6.698869571e-01 6.0762379e+11
6.712267311e-01 5.5087822e+11
6.725691845e-01 4.2103820e+11
6.739143229e-01 5.3681439e+11
6.752621515e-01 5.0652450e+11
6.766126758e-01 6.1254530e+11
6.779659012e-01 6.7337403e+11
6.793218330e-01 5.3273423e+11
6.806804767e-01 6.4813641e+11
6.820418376e-01 6.6052598e+11
6.834059213e-01 7.8438255e+11
6.847727331e-01 8.1079217e+11
6.861422786e-01 6.8618497e+11
6.875145631e-01 8.1570334e+11
6.888895923e-01 8.4007039e+11
6.902673715e-01 9.6057942e+11
6.916479062e-01 1.1515060e+12
6.930312020e-01 1.2928070e+12
6.944172644e-01 1.6838264e+12
6.958060989e-01 1.9905088e+12
6.971977111e-01 2.3793029e+12
6.985921066e-01 2.7351200e+12
6.999892908e-01 2.6551553e+12
7.013892694e-01 3.1376024e+12
7.027920479e-01 3.9460538e+12
7.041976320e-01 4.6236974e+12
7.056060273e-01 2.8856806e+12
7.070172393e-01 9.5316610e+11
7.084312738e-01 1.2019024e+12
7.098481363e-01 5.7363523e+11
7.112678326e-01 8.4121380e+11
7.126903683e-01 7.4609656e+11
7.141157490e-01 5.1136624e+11
7.155439805e-01 6.5031932e+11
7.169750685e-01 7.0698389e+11
7.184090186e-01 9.6656991e+11
7.198458367e-01 9.4936591e+11
7.212855283e-01 8.9003764e+11
7.227280994e-01 1.1771779e+12
7.241735556e-01 1.4820389e+12
7.256219027e-01 2.1300587e+12
7.270731465e-01 2.3108553e+12
7.285272928e-01 2.5979105e+12
7.299843474e-01 3.5106083e+12
7.314443161e-01 4.4190725e+12
7.329072047e-01 5.1944182e+12
7.343730191e-01 5.5588300e+12
7.358417651e-01 6.3912661e+12
7.373134487e-01 7.7647946e+12
7.387880756e-01 7.5868359e+12
7.402656517e-01 8.1308505e+12
7.417461830e-01 7.8146425e+12
7.432296754e-01 8.6964676e+12
7.447161347e-01 7.8011651e+12
7.462055670e-01 7.9158040e+12
7.476979782e-01 8.5445417e+12
7.491933741e-01 8.4849826e+12
7.506917609e-01 8.9440967e+12
7.521931444e-01 8.8935440e+12
7.536975307e-01 9.4438585e+12
7.552049257e-01 1.0408042e+13
7.567153356e-01 1.0401658e+13
7.582287663e-01 9.8576404e+12
7.597452238e-01 4.4066153e+12
7.612647142e-01 5.0884753e+12
7.627872437e-01 4.1607830e+12
7.643128181e-01 2.6124302e+12
7.658414438e-01 1.3902168e+12
7.673731267e-01 8.6786070e+11
7.689078729e-01 1.4765450e+12
7.704456887e-01 8.9445170e+11
7.719865800e-01 2.2301347e+12
7.735305532e-01 3.4862297e+12
7.750776143e-01 2.8637478e+12
7.766277695e-01 2.8549158e+12
7.781810251e-01 3.1834422e+12
7.797373871e-01 3.2074495e+12
7.812968619e-01 4.6287547e+12
7.828594556e-01 3.8686077e+12
7.844251745e-01 3.9779957e+12
7.859940249e-01 4.7724716e+12
7.875660129e-01 5.1950286e+12
7.891411450e-01 6.4439173e+12
7.907194273e-01 6.0527963e+12
7.923008661e-01 5.8197684e+12
7.938854678e-01 6.8423959e+12
7.954732388e-01 7.1244620e+12
7.970641853e-01 8.6636013e+12
7.986583136e-01 8.4338254e+12
8.002556303e-01 9.0390628e+12
8.018561415e-01 1.0024153e+13
8.034598538e-01 1.0883666e+13
8.050667735e-01 1.1164239e+13
8.066769071e-01 1.1976348e+13
8.082902609e-01 1.3083449e+13
8.099068414e-01 1.4347045e+13
8.115266551e-01 1.4158253e+13
8.131497084e-01 1.6027525e+13
8.147760078e-01 1.7251636e+13
8.164055598e-01 1.6826064e+13
8.180383709e-01 1.2569659e+13
8.196744477e-01 9.3580604e+12
8.213137966e-01 1.0908103e+13
8.229564242e-01 1.3341511e+13
8.246023370e-01 1.4466134e+13
8.262515417e-01 1.3896791e+13
8.279040448e-01 1.1425954e+13
8.295598529e-01 1.1477216e+13
8.312189726e-01 1.1091772e+13
8.328814105e-01 1.2192767e+13
8.345471733e-01 1.1303550e+13
8.362162677e-01 1.1453776e+13
8.378887002e-01 1.1247960e+13
8.395644776e-01 1.0914251e+13
8.412436066e-01 1.2168358e+13
8.429260938e-01 9.9579015e+12
8.446119460e-01 5.5578501e+12
8.463011699e-01 3.6168683e+12
8.479937722e-01 4.3026988e+12
8.496897597e-01 5.1518055e+12
8.513891393e-01 4.8442670e+12
8.530919175e-01 5.0891454e+12
8.547981014e-01 6.3206862e+12
8.565076976e-01 7.1947582e+12
8.582207130e-01 7.5875169e+12
8.599371544e-01 7.8802877e+12
8.616570287e-01 9.0306582e+12
8.633803428e-01 9.7840268e+12
8.651071035e-01 1.0297782e+13
8.668373177e-01 1.0633067e+13
8.685709923e-01 1.0511062e+13
8.703081343e-01 8.1675603e+12
8.720487505e-01 8.2510718e+12
8.737928480e-01 1.0232245e+13
8.755404337e-01 1.1643309e+13
8.772915146e-01 1.3109651e+13
8.790460976e-01 1.4688268e+13
8.808041898e-01 1.2988036e+13
8.825657982e-01 1.5186184e+13
8.843309298e-01 1.6281992e+13
8.860995917e-01 1.1731620e+13
8.878717909e-01 7.2188399e+12
8.896475344e-01 8.6157308e+12
8.914268295e-01 1.0632913e+13
8.932096832e-01 1.0928866e+13
8.949961025e-01 9.5470474e+12
8.967860947e-01 1.0522060e+13
8.985796669e-01 1.2424019e+13
9.003768263e-01 1.3029098e+13
9.021775799e-01 1.2772829e+13
9.039819351e-01 1.4088200e+13
9.057898989e-01 1.4559805e+13
9.076014787e-01 1.5858873e+13
9.094166817e-01 1.6611965e+13
9.112355151e-01 1.8480185e+13
9.130579861e-01 1.8879881e+13
9.148841021e-01 1.9039606e+13
9.167138703e-01 2.1043464e+13
9.185472980e-01 2.1250603e+13
9.203843926e-01 1.9593426e+13
9.222251614e-01 1.6257549e+13
9.240696117e-01 1.3955901e+13
9.259177509e-01 1.4499608e+13
9.277695864e-01 1.4976982e+13
9.296251256e-01 1.2746146e+13
9.314843759e-01 1.2761852e+13
9.333473446e-01 1.3746480e+13
9.352140393e-01 1.4440288e+13
