wavelength[Angstrom], flux[erg / (cm3 s)]
1.000000e+03, 1.109408e-08
1.001000e+03, 6.523269e-09
1.002001e+03, 4.481906e-09
1.003003e+03, 5.716726e-09
1.004006e+03, 5.539063e-09
1.005010e+03, 7.661388e-09
1.006015e+03, 6.118679e-09
1.007021e+03, 8.091976e-09
1.008028e+03, 6.497123e-09
1.009036e+03, 7.027053e-09
1.010045e+03, 8.760534e-09
1.011055e+03, 9.528377e-09
1.012066e+03, 8.054068e-09
1.013078e+03, 9.493184e-09
1.014091e+03, 8.764644e-09
1.015105e+03, 1.352997e-08
1.016121e+03, 1.267974e-08
1.017137e+03, 1.192232e-08
1.018154e+03, 1.378438e-08
1.019172e+03, 1.618479e-08
1.020191e+03, 1.805434e-08
1.021211e+03, 1.836010e-08
1.022233e+03, 1.916707e-08
1.023255e+03, 2.007277e-08
1.024278e+03, 1.953488e-08
1.025302e+03, 1.264324e-08
1.026328e+03, 1.775697e-08
1.027354e+03, 2.908986e-08
1.028381e+03, 2.327436e-08
1.029410e+03, 2.585295e-08
1.030439e+03, 3.567195e-08
1.031470e+03, 2.885016e-08
1.032501e+03, 4.769642e-08
1.033533e+03, 3.672184e-08
1.034567e+03, 4.270902e-08
1.035602e+03, 4.348647e-08
1.036637e+03, 3.329637e-08
1.037674e+03, 6.462026e-08
1.038712e+03, 5.149645e-08
1.039750e+03, 4.964944e-08
1.040790e+03, 5.127240e-08
1.041831e+03, 6.343602e-08
1.042873e+03, 7.806134e-08
1.043915e+03, 7.884550e-08
1.044959e+03, 9.933848e-08
1.046004e+03, 8.388821e-08
1.047050e+03, 9.349394e-08
1.048097e+03, 9.027638e-08
1.049145e+03, 9.858481e-08
1.050195e+03, 9.799559e-08
1.051245e+03, 9.223176e-08
1.052296e+03, 9.153471e-08
1.053348e+03, 1.073735e-07
1.054402e+03, 1.299118e-07
1.055456e+03, 1.382213e-07
1.056512e+03, 1.264468e-07
1.057568e+03, 1.355728e-07
1.058626e+03, 1.251185e-07
1.059684e+03, 2.018219e-07
1.060744e+03, 2.493457e-07
1.061805e+03, 1.646157e-07
1.062867e+03, 2.187891e-07
1.063929e+03, 3.234902e-07
1.064993e+03, 1.892875e-07
1.066058e+03, 3.088623e-07
1.067124e+03, 2.280095e-07
1.068191e+03, 3.803943e-07
1.069260e+03, 4.099496e-07
1.070329e+03, 2.833071e-07
1.071399e+03, 3.215988e-07
1.072471e+03, 4.160131e-07
1.073543e+03, 4.559080e-07
1.074617e+03, 3.809525e-07
1.075691e+03, 8.292722e-07
1.076767e+03, 7.290598e-07
1.077844e+03, 4.396408e-07
1.078922e+03, 4.475556e-07
1.080001e+03, 6.203355e-07
1.081081e+03, 5.159341e-07
1.082162e+03, 1.176879e-06
1.083244e+03, 1.425456e-06
1.084327e+03, 8.524470e-07
1.085411e+03, 6.580357e-07
1.086497e+03, 8.422469e-07
1.087583e+03, 1.028008e-06
1.088671e+03, 1.238060e-06
1.089759e+03, 1.043798e-06
1.090849e+03, 1.733994e-06
1.091940e+03, 2.011740e-06
1.093032e+03, 1.696048e-06
1.094125e+03, 8.063272e-07
1.095219e+03, 1.786218e-06
1.096314e+03, 1.968327e-06
1.097411e+03, 1.870918e-06
1.098508e+03, 2.187549e-06
1.099607e+03, 1.182694e-06
1.100706e+03, 1.402399e-06
1.101807e+03, 1.587244e-06
1.102909e+03, 7.851949e-06
1.104012e+03, 2.780837e-06
1.105116e+03, 3.382779e-06
1.106221e+03, 4.944063e-06
1.107327e+03, 5.085428e-06
1.108434e+03, 2.116428e-06
1.109543e+03, 2.368995e-06
1.110652e+03, 6.076062e-06
1.111763e+03, 1.030933e-05
1.112875e+03, 7.494017e-06
1.113988e+03, 3.776385e-06
1.115102e+03, 3.869792e-06
1.116217e+03, 2.817340e-06
1.117333e+03, 1.054213e-05
1.118450e+03, 1.052710e-05
1.119569e+03, 5.374686e-06
1.120688e+03, 6.162365e-06
1.121809e+03, 1.430949e-05
1.122931e+03, 1.152630e-05
1.124054e+03, 7.701690e-06
1.125178e+03, 7.751207e-06
1.126303e+03, 3.890561e-05
1.127429e+03, 1.869165e-05
1.128557e+03, 1.391793e-05
1.129685e+03, 1.289819e-05
1.130815e+03, 2.122680e-05
1.131946e+03, 1.448296e-05
1.133078e+03, 2.772492e-05
1.134211e+03, 2.163609e-05
1.135345e+03, 1.242155e-05
1.136480e+03, 3.139352e-05
1.137617e+03, 4.036315e-05
1.138754e+03, 3.431400e-05
1.139893e+03, 1.478951e-05
1.141033e+03, 4.441657e-05
1.142174e+03, 4.523481e-05
1.143316e+03, 3.287210e-05
1.144460e+03, 2.451874e-05
1.145604e+03, 2.701192e-05
1.146750e+03, 3.182724e-05
1.147896e+03, 4.563565e-05
1.149044e+03, 3.488831e-05
1.150193e+03, 3.968194e-05
1.151344e+03, 2.969131e-05
1.152495e+03, 5.089062e-05
1.153647e+03, 5.803190e-05
1.154801e+03, 4.567348e-05
1.155956e+03, 5.156182e-05
1.157112e+03, 7.205938e-05
1.158269e+03, 5.308808e-05
1.159427e+03, 4.051365e-05
1.160587e+03, 8.505106e-05
1.161747e+03, 3.211513e-05
1.162909e+03, 6.231573e-05
1.164072e+03, 5.216412e-05
1.165236e+03, 4.866255e-05
1.166401e+03, 3.505571e-05
1.167568e+03, 4.993288e-05
