wavelength[Angstrom], flux[erg / (cm3 s)]
1.000000e+03, 1.106187e-10
1.001000e+03, 3.099360e-11
1.002001e+03, 1.097028e-11
1.003003e+03, 1.239374e-11
1.004006e+03, 1.247806e-11
1.005010e+03, 2.842326e-11
1.006015e+03, 1.330811e-11
1.007021e+03, 2.004425e-11
1.008028e+03, 1.970148e-11
1.009036e+03, 1.976945e-11
1.010045e+03, 1.541425e-11
1.011055e+03, 2.234741e-11
1.012066e+03, 2.139618e-11
1.013078e+03, 2.018504e-11
1.014091e+03, 2.483930e-11
1.015105e+03, 4.543578e-11
1.016121e+03, 4.701331e-11
1.017137e+03, 2.678922e-11
1.018154e+03, 3.244677e-11
1.019172e+03, 3.921929e-11
1.020191e+03, 5.018040e-11
1.021211e+03, 6.762081e-11
1.022233e+03, 6.078898e-11
1.023255e+03, 6.285248e-11
1.024278e+03, 7.246640e-11
1.025302e+03, 5.665283e-11
1.026328e+03, 5.549695e-11
1.027354e+03, 1.754724e-10
1.028381e+03, 6.239440e-11
1.029410e+03, 7.747765e-11
1.030439e+03, 1.323944e-10
1.031470e+03, 9.740124e-11
1.032501e+03, 2.909036e-10
1.033533e+03, 1.248880e-10
1.034567e+03, 1.673924e-10
1.035602e+03, 1.425468e-10
1.036637e+03, 1.156337e-10
1.037674e+03, 3.131830e-10
1.038712e+03, 1.725778e-10
1.039750e+03, 1.867972e-10
1.040790e+03, 1.571083e-10
1.041831e+03, 2.897797e-10
1.042873e+03, 4.393115e-10
1.043915e+03, 3.271205e-10
1.044959e+03, 8.007307e-10
1.046004e+03, 5.647543e-10
1.047050e+03, 5.241778e-10
1.048097e+03, 5.011157e-10
1.049145e+03, 3.343477e-10
1.050195e+03, 2.709926e-10
1.051245e+03, 2.594328e-10
1.052296e+03, 3.832103e-10
1.053348e+03, 3.480642e-10
1.054402e+03, 5.224469e-10
1.055456e+03, 6.782341e-10
1.056512e+03, 3.702129e-10
1.057568e+03, 4.923938e-10
1.058626e+03, 5.311983e-10
1.059684e+03, 1.377488e-09
1.060744e+03, 1.900418e-09
1.061805e+03, 6.463703e-10
1.062867e+03, 1.088061e-09
1.063929e+03, 2.630259e-09
1.064993e+03, 5.109387e-10
1.066058e+03, 1.837205e-09
1.067124e+03, 9.235460e-10
1.068191e+03, 4.060532e-09
1.069260e+03, 4.369173e-09
1.070329e+03, 1.051034e-09
1.071399e+03, 1.544382e-09
1.072471e+03, 3.156559e-09
1.073543e+03, 4.068299e-09
1.074617e+03, 1.710714e-09
1.075691e+03, 1.198318e-08
1.076767e+03, 1.038109e-08
1.077844e+03, 1.817363e-09
1.078922e+03, 2.214856e-09
1.080001e+03, 4.844812e-09
1.081081e+03, 2.286304e-09
1.082162e+03, 1.843985e-08
1.083244e+03, 2.640903e-08
1.084327e+03, 7.832627e-09
1.085411e+03, 3.842603e-09
1.086497e+03, 7.395036e-09
1.087583e+03, 1.084687e-08
