wavelength[Angstrom], flux[erg / (cm3 s)]
1.000000e+03, 6.073332e-15
1.001000e+03, 6.575508e-16
1.002001e+03, 3.037427e-18
1.003003e+03, 1.429622e-17
1.004006e+03, 9.354704e-18
1.005010e+03, 3.542192e-16
1.006015e+03, 5.080029e-18
1.007021e+03, 1.118454e-16
1.008028e+03, 3.340676e-17
1.009036e+03, 8.074803e-18
1.010045e+03, 4.872858e-18
1.011055e+03, 4.508168e-17
1.012066e+03, 4.878764e-18
1.013078e+03, 3.945121e-18
1.014091e+03, 2.575671e-18
1.015105e+03, 2.312687e-16
1.016121e+03, 3.551214e-16
1.017137e+03, 5.118327e-18
1.018154e+03, 8.075203e-17
1.019172e+03, 1.244788e-16
1.020191e+03, 1.717014e-16
1.021211e+03, 6.620303e-16
1.022233e+03, 1.360890e-15
1.023255e+03, 4.788410e-16
1.024278e+03, 4.077507e-16
1.025302e+03, 3.314394e-18
1.026328e+03, 8.426381e-17
1.027354e+03, 6.768361e-15
1.028381e+03, 6.433198e-17
1.029410e+03, 2.380954e-16
1.030439e+03, 1.669756e-15
1.031470e+03, 2.920650e-16
1.032501e+03, 7.808136e-15
1.033533e+03, 1.586926e-15
1.034567e+03, 2.018136e-15
1.035602e+03, 1.219746e-15
1.036637e+03, 7.755381e-17
1.037674e+03, 2.225610e-15
1.038712e+03, 9.235387e-16
1.039750e+03, 1.037460e-15
1.040790e+03, 2.858020e-16
1.041831e+03, 3.570763e-15
1.042873e+03, 1.097163e-14
1.043915e+03, 4.405089e-15
1.044959e+03, 3.653989e-14
1.046004e+03, 4.088441e-14
1.047050e+03, 3.917193e-14
1.048097e+03, 8.647147e-15
1.049145e+03, 1.099543e-15
1.050195e+03, 2.112652e-15
1.051245e+03, 5.317929e-16
1.052296e+03, 2.202283e-15
1.053348e+03, 1.154847e-15
1.054402e+03, 6.744066e-15
1.055456e+03, 1.773070e-14
1.056512e+03, 1.240444e-15
1.057568e+03, 3.960079e-15
1.058626e+03, 4.212962e-15
1.059684e+03, 5.991227e-14
1.060744e+03, 4.799887e-14
1.061805e+03, 6.050477e-15
1.062867e+03, 1.458744e-14
1.063929e+03, 5.406687e-14
1.064993e+03, 2.557650e-16
1.066058e+03, 7.234662e-14
1.067124e+03, 5.919501e-15
