wavelength[Angstrom], flux[erg / (cm3 s)]
1.000000e+03, 2.917313e-23
1.001000e+03, 1.091779e-24
1.002001e+03, 7.177862e-31
1.003003e+03, 1.263786e-29
1.004006e+03, 1.260014e-28
1.005010e+03, 2.933345e-26
1.006015e+03, 7.987845e-30
1.007021e+03, 3.197971e-27
1.008028e+03, 1.588660e-28
1.009036e+03, 7.884443e-31
1.010045e+03, 1.550774e-30
1.011055e+03, 9.895099e-29
1.012066e+03, 2.941894e-30
1.013078e+03, 1.401792e-31
1.014091e+03, 7.794952e-32
1.015105e+03, 2.356722e-27
1.016121e+03, 1.561155e-26
1.017137e+03, 1.092416e-30
1.018154e+03, 2.396765e-27
1.019172e+03, 2.285493e-27
1.020191e+03, 1.800982e-27
1.021211e+03, 1.046979e-25
1.022233e+03, 5.021915e-24
1.023255e+03, 8.361387e-26
1.024278e+03, 5.860031e-27
1.025302e+03, 6.983166e-29
1.026328e+03, 5.857811e-28
1.027354e+03, 1.483315e-24
1.028381e+03, 8.683270e-29
1.029410e+03, 8.338231e-27
1.030439e+03, 2.645768e-25
1.031470e+03, 3.792815e-27
1.032501e+03, 6.068798e-24
1.033533e+03, 3.293765e-24
1.034567e+03, 1.185132e-24
1.035602e+03, 9.359869e-26
1.036637e+03, 2.216286e-28
1.037674e+03, 9.027666e-27
1.038712e+03, 3.856070e-26
1.039750e+03, 4.506012e-26
1.040790e+03, 7.388523e-28
1.041831e+03, 1.195902e-24
1.042873e+03, 8.192099e-24
1.043915e+03, 2.375017e-25
1.044959e+03, 1.216861e-22
1.046004e+03, 1.011500e-21
1.047050e+03, 1.027869e-21
1.048097e+03, 1.553073e-24
1.049145e+03, 1.318888e-27
1.050195e+03, 4.134020e-26
1.051245e+03, 2.878850e-27
1.052296e+03, 7.123157e-26
1.053348e+03, 1.045609e-26
1.054402e+03, 2.228064e-24
1.055456e+03, 2.921224e-23
1.056512e+03, 4.975274e-26
1.057568e+03, 3.884703e-24
1.058626e+03, 2.797645e-24
1.059684e+03, 8.073082e-22
1.060744e+03, 2.155267e-23
1.061805e+03, 8.489139e-25
1.062867e+03, 2.117523e-24
1.063929e+03, 2.274967e-24
1.064993e+03, 1.627060e-27
1.066058e+03, 3.551865e-23
1.067124e+03, 2.321022e-25
1.068191e+03, 3.916070e-21
1.069260e+03, 2.822633e-21
1.070329e+03, 2.843296e-25
1.071399e+03, 1.102301e-21
1.072471e+03, 6.480460e-21
1.073543e+03, 5.695547e-21
1.074617e+03, 3.364046e-24
1.075691e+03, 5.357137e-20
1.076767e+03, 7.176208e-20
1.077844e+03, 2.178975e-25
1.078922e+03, 1.277277e-24
1.080001e+03, 1.050487e-22
1.081081e+03, 7.859496e-24
1.082162e+03, 1.247397e-19
1.083244e+03, 6.967248e-19
1.084327e+03, 4.197315e-22
1.085411e+03, 2.435478e-22
1.086497e+03, 3.495085e-21
1.087583e+03, 4.329315e-20
1.088671e+03, 7.786228e-20
1.089759e+03, 2.584866e-20
1.090849e+03, 1.412644e-17
1.091940e+03, 5.680214e-19
1.093032e+03, 2.436602e-21
1.094125e+03, 4.010681e-24
1.095219e+03, 2.659524e-19
1.096314e+03, 1.690016e-19
1.097411e+03, 1.029818e-19
1.098508e+03, 1.548323e-18
1.099607e+03, 3.077900e-21
1.100706e+03, 7.663292e-22
1.101807e+03, 2.763308e-18
1.102909e+03, 5.560485e-15
1.104012e+03, 3.318028e-18
1.105116e+03, 2.477840e-18
1.106221e+03, 2.113432e-16
1.107327e+03, 3.339858e-17
1.108434e+03, 5.501627e-21
1.109543e+03, 6.747428e-22
1.110652e+03, 5.549908e-15
1.111763e+03, 1.405718e-14
1.112875e+03, 2.647662e-16
1.113988e+03, 6.813525e-17
1.115102e+03, 1.690227e-18
1.116217e+03, 4.787811e-21
1.117333e+03, 1.427119e-14
1.118450e+03, 1.045060e-13
1.119569e+03, 7.430908e-16
1.120688e+03, 1.371923e-16
1.121809e+03, 1.741050e-14
1.122931e+03, 4.736682e-16
1.124054e+03, 2.276361e-16
1.125178e+03, 1.296024e-16
1.126303e+03, 5.345535e-13
1.127429e+03, 2.371665e-14
1.128557e+03, 3.718938e-16
1.129685e+03, 7.327007e-16
1.130815e+03, 3.120067e-14
1.131946e+03, 1.568246e-16
1.133078e+03, 2.312049e-13
1.134211e+03, 1.382415e-12
1.135345e+03, 3.011642e-15
1.136480e+03, 4.669713e-12
1.137617e+03, 1.468566e-11
1.138754e+03, 3.423334e-12
1.139893e+03, 2.835927e-16
1.141033e+03, 5.923785e-12
1.142174e+03, 2.617765e-12
1.143316e+03, 1.589434e-12
1.144460e+03, 6.026474e-14
1.145604e+03, 1.502097e-14
1.146750e+03, 8.279854e-14
1.147896e+03, 2.139458e-12
1.149044e+03, 1.832586e-12
1.150193e+03, 1.914813e-12
1.151344e+03, 1.363976e-13
1.152495e+03, 2.086867e-12
1.153647e+03, 1.626984e-11
1.154801e+03, 8.464054e-12
1.155956e+03, 3.421836e-12
1.157112e+03, 8.094944e-12
1.158269e+03, 2.545248e-12
1.159427e+03, 1.420475e-12
1.160587e+03, 2.121995e-11
1.161747e+03, 8.981616e-14
1.162909e+03, 2.499691e-12
1.164072e+03, 6.264570e-12
1.165236e+03, 5.038970e-12
1.166401e+03, 3.668417e-14
1.167568e+03, 2.127736e-12
1.168735e+03, 5.786096e-12
