wavelength[Angstrom], flux[erg / (cm3 s)]
1.000000e+03, 9.871112e-07
1.001000e+03, 6.696964e-07
1.002001e+03, 4.182504e-07
1.003003e+03, 5.229032e-07
1.004006e+03, 6.691306e-07
1.005010e+03, 6.264228e-07
1.006015e+03, 4.078817e-07
1.007021e+03, 7.837468e-07
1.008028e+03, 5.905180e-07
1.009036e+03, 5.040697e-07
1.010045e+03, 7.331872e-07
1.011055e+03, 8.386832e-07
1.012066e+03, 7.555438e-07
1.013078e+03, 7.935726e-07
1.014091e+03, 5.649250e-07
1.015105e+03, 1.324371e-06
1.016121e+03, 1.385760e-06
1.017137e+03, 8.680161e-07
1.018154e+03, 9.786741e-07
1.019172e+03, 1.782323e-06
1.020191e+03, 2.070004e-06
1.021211e+03, 1.248073e-06
1.022233e+03, 1.381361e-06
1.023255e+03, 1.481799e-06
1.024278e+03, 1.395985e-06
1.025302e+03, 2.193560e-07
1.026328e+03, 4.443224e-07
1.027354e+03, 2.051153e-06
1.028381e+03, 1.652354e-06
1.029410e+03, 1.739054e-06
1.030439e+03, 2.303543e-06
1.031470e+03, 2.402349e-06
1.032501e+03, 4.977440e-06
1.033533e+03, 2.595677e-06
1.034567e+03, 4.360051e-06
1.035602e+03, 3.134991e-06
1.036637e+03, 2.872379e-06
1.037674e+03, 6.848522e-06
1.038712e+03, 4.914929e-06
1.039750e+03, 4.104746e-06
1.040790e+03, 3.830989e-06
1.041831e+03, 6.271738e-06
1.042873e+03, 7.920487e-06
1.043915e+03, 6.480843e-06
1.044959e+03, 8.416038e-06
1.046004e+03, 7.139757e-06
1.047050e+03, 8.007740e-06
1.048097e+03, 8.290462e-06
1.049145e+03, 8.372051e-06
1.050195e+03, 6.085485e-06
1.051245e+03, 8.883838e-06
1.052296e+03, 5.708299e-06
1.053348e+03, 9.548262e-06
1.054402e+03, 9.598010e-06
1.055456e+03, 1.096729e-05
1.056512e+03, 9.172069e-06
1.057568e+03, 1.028134e-05
1.058626e+03, 9.645384e-06
1.059684e+03, 1.554551e-05
1.060744e+03, 2.080765e-05
1.061805e+03, 1.394501e-05
1.062867e+03, 1.778092e-05
1.063929e+03, 2.588760e-05
1.064993e+03, 1.045528e-05
1.066058e+03, 2.239970e-05
1.067124e+03, 1.669920e-05
1.068191e+03, 2.885501e-05
1.069260e+03, 3.088164e-05
1.070329e+03, 2.097005e-05
1.071399e+03, 2.546783e-05
1.072471e+03, 2.755820e-05
1.073543e+03, 3.211247e-05
1.074617e+03, 2.717392e-05
1.075691e+03, 5.419086e-05
1.076767e+03, 4.094308e-05
1.077844e+03, 2.414796e-05
1.078922e+03, 3.376723e-05
1.080001e+03, 5.491582e-05
1.081081e+03, 3.851005e-05
1.082162e+03, 6.337998e-05
1.083244e+03, 6.958449e-05
1.084327e+03, 6.838350e-05
1.085411e+03, 4.651337e-05
1.086497e+03, 6.452541e-05
1.087583e+03, 6.986058e-05
1.088671e+03, 7.569534e-05
