wavelength[Angstrom], flux[erg / (cm3 s)]
1.000000e+03, 2.151113e-05
1.001000e+03, 1.243752e-05
1.002001e+03, 5.425932e-06
1.003003e+03, 7.371373e-06
1.004006e+03, 8.961091e-06
1.005010e+03, 9.528895e-06
1.006015e+03, 4.566780e-06
1.007021e+03, 1.090604e-05
1.008028e+03, 7.815474e-06
1.009036e+03, 7.693070e-06
1.010045e+03, 8.828015e-06
1.011055e+03, 1.100782e-05
1.012066e+03, 1.008352e-05
1.013078e+03, 9.041585e-06
1.014091e+03, 6.480902e-06
1.015105e+03, 2.256265e-05
1.016121e+03, 2.073886e-05
1.017137e+03, 9.502181e-06
1.018154e+03, 1.157736e-05
1.019172e+03, 2.426556e-05
1.020191e+03, 3.030854e-05
1.021211e+03, 1.826867e-05
1.022233e+03, 1.490017e-05
1.023255e+03, 1.590925e-05
1.024278e+03, 1.171084e-05
1.025302e+03, 1.022009e-06
1.026328e+03, 2.190949e-06
1.027354e+03, 1.787860e-05
1.028381e+03, 1.698772e-05
1.029410e+03, 2.100044e-05
1.030439e+03, 3.183706e-05
1.031470e+03, 3.157750e-05
1.032501e+03, 8.751229e-05
1.033533e+03, 3.581026e-05
1.034567e+03, 6.565800e-05
1.035602e+03, 4.386100e-05
1.036637e+03, 4.046593e-05
1.037674e+03, 1.327705e-04
1.038712e+03, 7.647516e-05
1.039750e+03, 6.261730e-05
1.040790e+03, 5.673369e-05
1.041831e+03, 1.034386e-04
1.042873e+03, 1.372840e-04
1.043915e+03, 1.002465e-04
1.044959e+03, 1.481735e-04
1.046004e+03, 1.012264e-04
1.047050e+03, 1.056486e-04
1.048097e+03, 1.192875e-04
1.049145e+03, 1.326619e-04
1.050195e+03, 7.414432e-05
1.051245e+03, 1.110291e-04
1.052296e+03, 7.732192e-05
1.053348e+03, 1.260214e-04
1.054402e+03, 1.451359e-04
1.055456e+03, 1.549709e-04
1.056512e+03, 1.206299e-04
1.057568e+03, 1.342978e-04
1.058626e+03, 1.227624e-04
1.059684e+03, 2.482793e-04
1.060744e+03, 4.073813e-04
1.061805e+03, 1.784257e-04
1.062867e+03, 3.017300e-04
1.063929e+03, 4.933655e-04
1.064993e+03, 1.145941e-04
1.066058e+03, 3.223287e-04
1.067124e+03, 2.536524e-04
1.068191e+03, 4.535425e-04
1.069260e+03, 4.955213e-04
1.070329e+03, 2.876881e-04
1.071399e+03, 3.254158e-04
1.072471e+03, 3.757302e-04
1.073543e+03, 4.842697e-04
1.074617e+03, 4.171065e-04
1.075691e+03, 9.932526e-04
1.076767e+03, 6.339665e-04
1.077844e+03, 3.047950e-04
1.078922e+03, 4.854324e-04
1.080001e+03, 9.223630e-04
1.081081e+03, 5.555376e-04
1.082162e+03, 1.099393e-03
1.083244e+03, 1.147597e-03
1.084327e+03, 1.189561e-03
1.085411e+03, 6.471834e-04
1.086497e+03, 9.867330e-04
1.087583e+03, 1.087601e-03
1.088671e+03, 1.166548e-03
1.089759e+03, 8.680283e-04
1.090849e+03, 1.617694e-03
1.091940e+03, 1.785648e-03
1.093032e+03, 1.673123e-03
1.094125e+03, 5.547882e-04
1.095219e+03, 1.732874e-03
1.096314e+03, 1.897201e-03
1.097411e+03, 1.605809e-03
1.098508e+03, 1.822991e-03
1.099607e+03, 1.085300e-03
1.100706e+03, 9.387316e-04
1.101807e+03, 1.364943e-03
1.102909e+03, 5.173651e-03
1.104012e+03, 2.420137e-03
1.105116e+03, 3.313155e-03
1.106221e+03, 3.637067e-03
1.107327e+03, 3.788785e-03
1.108434e+03, 1.790540e-03
1.109543e+03, 2.619247e-03
1.110652e+03, 3.502781e-03
1.111763e+03, 5.077182e-03
1.112875e+03, 5.061121e-03
1.113988e+03, 2.809825e-03
1.115102e+03, 3.155773e-03
1.116217e+03, 1.996585e-03
1.117333e+03, 6.961548e-03
1.118450e+03, 5.902840e-03
1.119569e+03, 3.750239e-03
1.120688e+03, 4.387076e-03
1.121809e+03, 9.157665e-03
1.122931e+03, 8.606848e-03
1.124054e+03, 5.164064e-03
1.125178e+03, 5.441595e-03
1.126303e+03, 1.640985e-02
1.127429e+03, 1.138266e-02
1.128557e+03, 1.088456e-02
1.129685e+03, 9.400058e-03
1.130815e+03, 1.206123e-02
1.131946e+03, 1.176730e-02
1.133078e+03, 1.481252e-02
1.134211e+03, 1.037411e-02
1.135345e+03, 8.962822e-03
1.136480e+03, 1.572682e-02
1.137617e+03, 1.748821e-02
1.138754e+03, 1.558485e-02
1.139893e+03, 1.049642e-02
1.141033e+03, 2.090190e-02
1.142174e+03, 2.428731e-02
1.143316e+03, 1.671473e-02
1.144460e+03, 1.443803e-02
1.145604e+03, 1.750721e-02
1.146750e+03, 1.876651e-02
1.147896e+03, 2.372769e-02
1.149044e+03, 1.665283e-02
1.150193e+03, 2.024297e-02
1.151344e+03, 1.794587e-02
1.152495e+03, 2.490119e-02
1.153647e+03, 2.628898e-02
1.154801e+03, 2.340994e-02
1.155956e+03, 2.484755e-02
1.157112e+03, 3.560034e-02
1.158269e+03, 3.033515e-02
