wavelength[Angstrom], flux[erg / (cm3 s)]
1.000000e+03, 1.194812e-03
1.001000e+03, 6.252466e-04
1.002001e+03, 2.246042e-04
1.003003e+03, 3.349562e-04
1.004006e+03, 3.747474e-04
1.005010e+03, 4.202137e-04
1.006015e+03, 1.720911e-04
1.007021e+03, 4.444851e-04
1.008028e+03, 3.080726e-04
1.009036e+03, 3.784114e-04
1.010045e+03, 3.674738e-04
1.011055e+03, 4.285166e-04
1.012066e+03, 4.439549e-04
1.013078e+03, 3.331344e-04
1.014091e+03, 2.609314e-04
1.015105e+03, 1.041422e-03
1.016121e+03, 8.096445e-04
1.017137e+03, 3.537573e-04
1.018154e+03, 3.984273e-04
1.019172e+03, 9.557747e-04
1.020191e+03, 1.124129e-03
1.021211e+03, 6.314002e-04
1.022233e+03, 4.067274e-04
1.023255e+03, 3.794855e-04
1.024278e+03, 2.022446e-04
1.025302e+03, 1.358411e-05
1.026328e+03, 2.828353e-05
1.027354e+03, 3.195104e-04
1.028381e+03, 4.401125e-04
1.029410e+03, 7.198534e-04
1.030439e+03, 1.237671e-03
1.031470e+03, 1.190928e-03
1.032501e+03, 4.215053e-03
1.033533e+03, 1.468486e-03
1.034567e+03, 2.766305e-03
1.035602e+03, 1.905212e-03
1.036637e+03, 1.811794e-03
1.037674e+03, 7.434741e-03
1.038712e+03, 3.470447e-03
1.039750e+03, 3.226739e-03
1.040790e+03, 3.091324e-03
1.041831e+03, 5.095965e-03
1.042873e+03, 6.694976e-03
1.043915e+03, 5.164606e-03
1.044959e+03, 7.879944e-03
1.046004e+03, 4.463199e-03
1.047050e+03, 3.575673e-03
1.048097e+03, 4.679453e-03
1.049145e+03, 6.636021e-03
1.050195e+03, 2.837639e-03
1.051245e+03, 4.019095e-03
1.052296e+03, 3.420619e-03
1.053348e+03, 5.379425e-03
1.054402e+03, 7.784123e-03
1.055456e+03, 6.949279e-03
1.056512e+03, 5.322836e-03
1.057568e+03, 5.523858e-03
1.058626e+03, 4.336280e-03
1.059684e+03, 1.249768e-02
1.060744e+03, 2.415688e-02
1.061805e+03, 6.409573e-03
1.062867e+03, 1.555632e-02
1.063929e+03, 2.706975e-02
1.064993e+03, 4.619424e-03
1.066058e+03, 1.510981e-02
1.067124e+03, 1.268892e-02
1.068191e+03, 1.956203e-02
1.069260e+03, 2.064411e-02
1.070329e+03, 1.314935e-02
1.071399e+03, 1.278828e-02
1.072471e+03, 1.452956e-02
1.073543e+03, 2.253998e-02
1.074617e+03, 2.040977e-02
1.075691e+03, 5.002794e-02
1.076767e+03, 2.486895e-02
1.077844e+03, 1.094332e-02
1.078922e+03, 1.963933e-02
1.080001e+03, 4.420472e-02
1.081081e+03, 2.567421e-02
1.082162e+03, 6.053678e-02
1.083244e+03, 6.314633e-02
1.084327e+03, 5.561276e-02
1.085411e+03, 2.231680e-02
1.086497e+03, 4.240397e-02
1.087583e+03, 4.740549e-02
1.088671e+03, 5.143830e-02
1.089759e+03, 4.243088e-02
1.090849e+03, 7.508262e-02
1.091940e+03, 9.237615e-02
1.093032e+03, 8.976315e-02
1.094125e+03, 1.640175e-02
1.095219e+03, 7.969445e-02
1.096314e+03, 9.181207e-02
1.097411e+03, 7.519848e-02
1.098508e+03, 8.720952e-02
1.099607e+03, 3.741329e-02
1.100706e+03, 3.887732e-02
1.101807e+03, 4.810515e-02
1.102909e+03, 2.713824e-01
1.104012e+03, 1.194735e-01
1.105116e+03, 1.453173e-01
1.106221e+03, 1.678126e-01
1.107327e+03, 2.152902e-01
1.108434e+03, 6.684312e-02
1.109543e+03, 1.118344e-01
1.110652e+03, 1.631180e-01
1.111763e+03, 2.652428e-01
1.112875e+03, 2.713354e-01
1.113988e+03, 1.054699e-01
1.115102e+03, 1.167798e-01
1.116217e+03, 7.503225e-02
1.117333e+03, 2.772682e-01
1.118450e+03, 2.391047e-01
1.119569e+03, 1.673631e-01
1.120688e+03, 1.586415e-01
1.121809e+03, 4.071149e-01
1.122931e+03, 4.112571e-01
1.124054e+03, 2.396929e-01
1.125178e+03, 2.148680e-01
1.126303e+03, 9.362162e-01
1.127429e+03, 5.412964e-01
1.128557e+03, 5.096331e-01
1.129685e+03, 4.103377e-01
1.130815e+03, 5.241316e-01
1.131946e+03, 4.793687e-01
1.133078e+03, 6.251612e-01
1.134211e+03, 3.966378e-01
1.135345e+03, 2.983139e-01
1.136480e+03, 5.889100e-01
1.137617e+03, 6.349716e-01
1.138754e+03, 5.941871e-01
1.139893e+03, 3.343523e-01
1.141033e+03, 7.552413e-01
1.142174e+03, 8.902309e-01
1.143316e+03, 5.526176e-01
1.144460e+03, 4.640834e-01
1.145604e+03, 5.860228e-01
1.146750e+03, 6.083587e-01
1.147896e+03, 7.777486e-01
1.149044e+03, 4.960893e-01
1.150193e+03, 5.982868e-01
1.151344e+03, 5.362514e-01
1.152495e+03, 7.736496e-01
1.153647e+03, 7.504354e-01
1.154801e+03, 6.123304e-01
1.155956e+03, 7.034463e-01
1.157112e+03, 1.032745e+00
1.158269e+03, 8.349044e-01
1.159427e+03, 4.774276e-01
1.160587e+03, 1.065676e+00
1.161747e+03, 3.101339e-01
1.162909e+03, 7.327108e-01
1.164072e+03, 5.820068e-01
1.165236e+03, 4.561858e-01
1.166401e+03, 2.557402e-01
1.167568e+03, 5.127068e-01
1.168735e+03, 8.503704e-01
1.169904e+03, 4.444346e-01
1.171074e+03, 5.383022e-01
1.172245e+03, 5.232630e-01
1.173417e+03, 8.158754e-01
1.174590e+03, 7.789470e-01
1.175765e+03, 5.570405e-01
1.176941e+03, 1.121167e+00
1.178118e+03, 1.299997e+00
1.179296e+03, 1.056867e+00
1.180475e+03, 8.802023e-01
1.181656e+03, 1.080584e+00
1.182837e+03, 9.942253e-01
1.184020e+03, 1.111796e+00
1.185204e+03, 8.368513e-01
1.186389e+03, 8.715583e-01
1.187576e+03, 1.124238e+00
1.188763e+03, 1.160067e+00
1.189952e+03, 1.287592e+00
1.191142e+03, 1.089079e+00
1.192333e+03, 8.435879e-01
1.193526e+03, 8.789738e-01
1.194719e+03, 2.123119e+00
1.195914e+03, 4.047594e+00
1.197110e+03, 9.888934e+00
1.198307e+03, 4.011522e+00
1.199505e+03, 5.590486e+00
1.200705e+03, 5.564279e+00
1.201905e+03, 3.737406e+00
1.203107e+03, 5.038317e+00
1.204310e+03, 3.714339e+00
1.205515e+03, 3.308406e+00
1.206720e+03, 3.650022e+00
1.207927e+03, 2.393379e+00
1.209135e+03, 1.980454e+00
1.210344e+03, 7.395182e-01
1.211554e+03, 6.803613e-01
1.212766e+03, 3.308161e-01
1.213979e+03, 1.121293e-01
1.215193e+03, 1.653434e-02
1.216408e+03, 2.726629e-02
1.217624e+03, 1.719453e-01
1.218842e+03, 4.515869e-01
1.220061e+03, 9.662347e-01
1.221281e+03, 1.984278e+00
1.222502e+03, 3.059474e+00
1.223724e+03, 5.151000e+00
1.224948e+03, 5.269172e+00
1.226173e+03, 1.109974e+01
1.227399e+03, 7.535536e+00
1.228627e+03, 1.249331e+01
1.229855e+03, 1.036295e+01
1.231085e+03, 1.908539e+01
1.232316e+03, 2.794395e+01
1.233549e+03, 2.479040e+01
1.234782e+03, 3.205967e+01
1.236017e+03, 2.321898e+01
1.237253e+03, 2.623374e+01
1.238490e+03, 3.862329e+01
1.239729e+03, 5.397681e+01
1.240968e+03, 3.311106e+01
1.242209e+03, 3.571387e+01
1.243452e+03, 5.010592e+01
1.244695e+03, 5.509097e+01
1.245940e+03, 3.434102e+01
1.247186e+03, 5.620870e+01
1.248433e+03, 6.903719e+01
1.249681e+03, 7.125791e+01
1.250931e+03, 5.969712e+01
1.252182e+03, 7.295656e+01
1.253434e+03, 7.253018e+01
1.254688e+03, 9.717494e+01
1.255942e+03, 5.780813e+01
1.257198e+03, 5.070256e+01
1.258455e+03, 5.131553e+01
1.259714e+03, 8.499268e+01
1.260974e+03, 6.957097e+01
1.262235e+03, 8.296910e+01
1.263497e+03, 7.693202e+01
1.264760e+03, 8.890013e+01
1.266025e+03, 8.786784e+01
1.267291e+03, 8.849400e+01
1.268558e+03, 6.825787e+01
1.269827e+03, 1.325792e+02
1.271097e+03, 9.613481e+01
1.272368e+03, 9.859293e+01
1.273640e+03, 1.434895e+02
1.274914e+03, 9.171034e+01
1.276189e+03, 1.012312e+02
1.277465e+03, 1.196052e+02
1.278742e+03, 1.024900e+02
1.280021e+03, 8.668417e+01
1.281301e+03, 1.614308e+02
1.282582e+03, 1.002394e+02
1.283865e+03, 1.709608e+02
1.285149e+03, 1.928642e+02
1.286434e+03, 1.066682e+02
1.287720e+03, 1.672821e+02
1.289008e+03, 2.094027e+02
1.290297e+03, 2.044041e+02
1.291588e+03, 2.340350e+02
1.292879e+03, 1.575931e+02
1.294172e+03, 2.621496e+02
1.295466e+03, 2.665854e+02
1.296762e+03, 2.859649e+02
1.298058e+03, 2.603976e+02
1.299356e+03, 2.705872e+02
1.300656e+03, 3.717995e+02
1.301956e+03, 3.922179e+02
1.303258e+03, 4.872740e+02
1.304562e+03, 3.796271e+02
1.305866e+03, 4.270510e+02
1.307172e+03, 4.565740e+02
1.308479e+03, 5.304464e+02
1.309788e+03, 5.227212e+02
1.311098e+03, 3.872975e+02
1.312409e+03, 3.258132e+02
1.313721e+03, 3.729805e+02
1.315035e+03, 2.905192e+02
1.316350e+03, 3.538523e+02
1.317666e+03, 4.303150e+02
1.318984e+03, 3.498173e+02
1.320303e+03, 3.928285e+02
1.321623e+03, 4.025516e+02
1.322945e+03, 3.196892e+02
1.324268e+03, 3.474898e+02
1.325592e+03, 3.946935e+02
1.326918e+03, 3.735021e+02
1.328244e+03, 4.459126e+02
1.329573e+03, 4.810718e+02
