wavelength[Angstrom], flux[erg / (cm3 s)]
1.000000e+03, 4.733153e-04
1.001000e+03, 2.462540e-04
1.002001e+03, 8.826971e-05
1.003003e+03, 1.310099e-04
1.004006e+03, 1.473495e-04
1.005010e+03, 1.699546e-04
1.006015e+03, 6.849382e-05
1.007021e+03, 1.785415e-04
1.008028e+03, 1.243479e-04
1.009036e+03, 1.467245e-04
1.010045e+03, 1.438983e-04
1.011055e+03, 1.736187e-04
1.012066e+03, 1.723912e-04
1.013078e+03, 1.338222e-04
1.014091e+03, 1.028948e-04
1.015105e+03, 4.170165e-04
1.016121e+03, 3.313878e-04
1.017137e+03, 1.415893e-04
1.018154e+03, 1.644983e-04
1.019172e+03, 3.895571e-04
1.020191e+03, 4.704265e-04
1.021211e+03, 2.712379e-04
1.022233e+03, 1.798500e-04
1.023255e+03, 1.747933e-04
1.024278e+03, 9.950737e-05
1.025302e+03, 6.843647e-06
1.026328e+03, 1.441836e-05
1.027354e+03, 1.558748e-04
1.028381e+03, 1.969401e-04
1.029410e+03, 3.039811e-04
1.030439e+03, 5.207162e-04
1.031470e+03, 4.889373e-04
1.032501e+03, 1.675660e-03
1.033533e+03, 5.921373e-04
1.034567e+03, 1.109693e-03
1.035602e+03, 7.589562e-04
1.036637e+03, 7.045173e-04
1.037674e+03, 2.863846e-03
1.038712e+03, 1.374943e-03
1.039750e+03, 1.233656e-03
1.040790e+03, 1.161580e-03
1.041831e+03, 1.978746e-03
1.042873e+03, 2.621728e-03
1.043915e+03, 1.986963e-03
1.044959e+03, 3.059336e-03
1.046004e+03, 1.776882e-03
1.047050e+03, 1.505983e-03
1.048097e+03, 1.931951e-03
1.049145e+03, 2.584075e-03
1.050195e+03, 1.144519e-03
1.051245e+03, 1.639063e-03
1.052296e+03, 1.349088e-03
1.053348e+03, 2.113765e-03
1.054402e+03, 2.961411e-03
1.055456e+03, 2.736699e-03
1.056512e+03, 2.075207e-03
1.057568e+03, 2.196101e-03
1.058626e+03, 1.792987e-03
1.059684e+03, 4.896147e-03
1.060744e+03, 9.245220e-03
1.061805e+03, 2.634019e-03
1.062867e+03, 6.018115e-03
1.063929e+03, 1.060782e-02
1.064993e+03, 1.808486e-03
1.066058e+03, 5.967695e-03
1.067124e+03, 4.884720e-03
1.068191e+03, 7.981795e-03
1.069260e+03, 8.505567e-03
1.070329e+03, 5.146557e-03
1.071399e+03, 5.193695e-03
1.072471e+03, 6.030050e-03
1.073543e+03, 9.019992e-03
1.074617e+03, 7.977039e-03
1.075691e+03, 2.005651e-02
1.076767e+03, 1.052550e-02
1.077844e+03, 4.604953e-03
1.078922e+03, 8.066126e-03
1.080001e+03, 1.750232e-02
1.081081e+03, 1.014458e-02
1.082162e+03, 2.404083e-02
1.083244e+03, 2.497965e-02
1.084327e+03, 2.235048e-02
1.085411e+03, 9.282272e-03
1.086497e+03, 1.722214e-02
1.087583e+03, 1.945376e-02
1.088671e+03, 2.098274e-02
1.089759e+03, 1.680305e-02
1.090849e+03, 3.074336e-02
1.091940e+03, 3.720137e-02
1.093032e+03, 3.556212e-02
1.094125e+03, 6.975635e-03
1.095219e+03, 3.252753e-02
1.096314e+03, 3.707477e-02
1.097411e+03, 3.049627e-02
1.098508e+03, 3.536991e-02
1.099607e+03, 1.577459e-02
1.100706e+03, 1.557053e-02
1.101807e+03, 2.021964e-02
1.102909e+03, 1.106723e-01
1.104012e+03, 4.806193e-02
1.105116e+03, 5.986941e-02
1.106221e+03, 6.942671e-02
1.107327e+03, 8.515756e-02
1.108434e+03, 2.786428e-02
1.109543e+03, 4.532522e-02
1.110652e+03, 6.745477e-02
1.111763e+03, 1.084225e-01
1.112875e+03, 1.094116e-01
1.113988e+03, 4.467663e-02
1.115102e+03, 4.963941e-02
1.116217e+03, 3.087636e-02
