wavelength[Angstrom], flux[erg / (cm3 s)]
1.000000e+03, 1.365181e-04
1.001000e+03, 7.254275e-05
1.002001e+03, 2.713176e-05
1.003003e+03, 3.927056e-05
1.004006e+03, 4.517754e-05
1.005010e+03, 5.196324e-05
1.006015e+03, 2.159401e-05
1.007021e+03, 5.556158e-05
1.008028e+03, 3.902589e-05
1.009036e+03, 4.302988e-05
1.010045e+03, 4.402642e-05
1.011055e+03, 5.467024e-05
1.012066e+03, 5.192275e-05
1.013078e+03, 4.254283e-05
1.014091e+03, 3.177380e-05
1.015105e+03, 1.258703e-04
1.016121e+03, 1.048862e-04
1.017137e+03, 4.479940e-05
1.018154e+03, 5.373311e-05
1.019172e+03, 1.225082e-04
1.020191e+03, 1.517158e-04
1.021211e+03, 8.995721e-05
1.022233e+03, 6.353447e-05
1.023255e+03, 6.468781e-05
1.024278e+03, 4.062465e-05
1.025302e+03, 2.976924e-06
1.026328e+03, 6.350948e-06
1.027354e+03, 6.298817e-05
1.028381e+03, 7.060930e-05
1.029410e+03, 9.996706e-05
1.030439e+03, 1.659911e-04
1.031470e+03, 1.557723e-04
1.032501e+03, 4.990368e-04
1.033533e+03, 1.838485e-04
1.034567e+03, 3.421783e-04
1.035602e+03, 2.316724e-04
1.036637e+03, 2.118031e-04
1.037674e+03, 8.139206e-04
1.038712e+03, 4.146579e-04
1.039750e+03, 3.557092e-04
1.040790e+03, 3.279742e-04
1.041831e+03, 5.809286e-04
1.042873e+03, 7.741889e-04
1.043915e+03, 5.745270e-04
1.044959e+03, 8.816413e-04
1.046004e+03, 5.398683e-04
1.047050e+03, 4.985440e-04
1.048097e+03, 6.117270e-04
1.049145e+03, 7.560571e-04
1.050195e+03, 3.617451e-04
1.051245e+03, 5.269161e-04
1.052296e+03, 4.078011e-04
1.053348e+03, 6.441629e-04
1.054402e+03, 8.441408e-04
1.055456e+03, 8.227611e-04
1.056512e+03, 6.258954e-04
1.057568e+03, 6.782132e-04
1.058626e+03, 5.826224e-04
1.059684e+03, 1.432642e-03
1.060744e+03, 2.584382e-03
1.061805e+03, 8.513955e-04
1.062867e+03, 1.746441e-03
1.063929e+03, 3.038636e-03
1.064993e+03, 5.568678e-04
1.066058e+03, 1.774865e-03
1.067124e+03, 1.421699e-03
1.068191e+03, 2.463404e-03
